Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price,Type,Cost,Image URL
1,0,Compost,Seventh Edition,235,Mint,English,,,,,,,,$0.00,Enchantment,{1}{G},https://deckbox.org/system/images/mtg/cards/15881.jpg
1,0,Compulsive Research,Archenemy: Nicol Bolas,23,Mint,English,,,,,,,,$0.00,Sorcery,{2}{U},https://deckbox.org/system/images/mtg/cards/430562.jpg
1,0,Compulsory Rest,Amonkhet,9,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{1}{W},https://deckbox.org/system/images/mtg/cards/426711.jpg
1,0,Concealed Courtyard,Kaladesh,245,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/417818.jpg
1,0,Concealed Courtyard,Kaladesh,245,Near Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/417818.jpg
1,0,Concentrate,Explorers of Ixalan,9,Mint,English,,,,,,,,$0.00,Sorcery,{2}{U}{U},https://deckbox.org/system/images/mtg/cards/439351.jpg
2,0,Concerted Defense,Zendikar Rising,52,Mint,English,,,,,,,,$0.00,Instant,{U},https://deckbox.org/system/images/mtg/cards/2014578.jpg
1,0,Conclave Naturalists,Magic Origins,171,Mint,English,,,,,,,,$0.00,Creature - Dryad,{4}{G},https://deckbox.org/system/images/mtg/cards/398419.jpg
2,1,Conclave Tribunal,Guilds of Ravnica,6,Mint,English,,,,,,,,$0.00,Enchantment,{3}{W},https://deckbox.org/system/images/mtg/cards/452756.jpg
1,0,Conclave's Blessing,Ravnica: City of Guilds,11,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{3}{W},https://deckbox.org/system/images/mtg/cards/87969.jpg
1,0,Concordia Pegasus,Ravnica Allegiance,7,Mint,English,,,,,,,,$0.00,Creature - Pegasus,{1}{W},https://deckbox.org/system/images/mtg/cards/457151.jpg
1,0,Condemn,Zendikar Rising Commander,12,Mint,English,,,,,,,,$0.00,Instant,{W},https://deckbox.org/system/images/mtg/cards/2015109.jpg
1,0,Conduit of Storms,Eldritch Moon,124,Mint,English,,,,,,,,$0.00,Creature - Werewolf Horror // Creature - Eldrazi Werewolf,{2}{R},https://deckbox.org/system/images/mtg/cards/414421.jpg
1,0,Confiscate,Commander Legends,62,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{4}{U}{U},https://deckbox.org/system/images/mtg/cards/2015768.jpg
1,0,Confiscate,Urza's Saga,66,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{4}{U}{U},https://deckbox.org/system/images/mtg/cards/10426.jpg
2,1,Confiscation Coup,Kaladesh,41,Near Mint,English,,,,,,,,$0.00,Sorcery,{3}{U}{U},https://deckbox.org/system/images/mtg/cards/417614.jpg
1,0,Conflux,From the Vault: Lore,3,Mint,English,foil,,,,,,,$0.00,Sorcery,{3}{W}{U}{B}{R}{G},https://deckbox.org/system/images/mtg/cards/416745.jpg
1,0,Confound,Planeshift,22,Near Mint,English,,,,,,,,$0.00,Instant,{1}{U},https://deckbox.org/system/images/mtg/cards/27714.jpg
1,0,Confounding Conundrum,Zendikar Rising,53,Mint,English,,,,,,,,$0.00,Enchantment,{1}{U},https://deckbox.org/system/images/mtg/cards/2014579.jpg
1,0,Confront the Past,Strixhaven: School of Mages,67,Mint,English,,,,,,,,$0.00,Sorcery - Lesson,{X}{B},https://deckbox.org/system/images/mtg/cards/2018002.jpg
1,0,Confront the Unknown,Shadows over Innistrad,198,Mint,English,,,,,,,,$0.00,Instant,{G},https://deckbox.org/system/images/mtg/cards/409956.jpg
1,0,Confront the Unknown,Shadows over Innistrad,198,Near Mint,English,,,,,,,,$0.00,Instant,{G},https://deckbox.org/system/images/mtg/cards/409956.jpg
1,0,Conjurer's Ban,Guildpact,108,Mint,English,,,,,,,,$0.00,Sorcery,{W}{B},https://deckbox.org/system/images/mtg/cards/97194.jpg
1,0,Conjurer's Bauble,Fifth Dawn,112,Near Mint,English,,,,,,,,$0.00,Artifact,{1},https://deckbox.org/system/images/mtg/cards/50159.jpg
1,0,Conjurer's Closet,Commander 2013,239,Mint,English,,,,,,,,$0.00,Artifact,{5},https://deckbox.org/system/images/mtg/cards/376281.jpg
1,0,Conquering Manticore,Rise of the Eldrazi,139,Mint,English,,,,,,,,$0.00,Creature - Manticore,{4}{R}{R},https://deckbox.org/system/images/mtg/cards/193468.jpg
1,0,Conqueror's Galleon,Ixalan,234,Near Mint,English,,,,,,,,$0.00,Artifact - Vehicle // Land,{4},https://deckbox.org/system/images/mtg/cards/435390.jpg
1,0,Consign // Oblivion,Hour of Devastation,149,Mint,English,,,,,,,,$0.00,Instant // Sorcery,{1}{U},https://deckbox.org/system/images/mtg/cards/430838.jpg
1,0,Consign to Dream,Shadowmoor,32,Mint,English,,,,,,,,$0.00,Instant,{2}{U},https://deckbox.org/system/images/mtg/cards/142032.jpg
1,0,Consign to Dust,Commander 2018,136,Near Mint,English,,,,,,,,$0.00,Instant,{2}{G},https://deckbox.org/system/images/mtg/cards/451091.jpg
1,0,Consign to the Pit,Ravnica Allegiance,69,Mint,English,,,,,,,,$0.00,Sorcery,{5}{B},https://deckbox.org/system/images/mtg/cards/457213.jpg
1,0,Conspiracy,Mystery Booster Retail Edition Foils,35,Near Mint,English,,,,,,,,$0.00,Enchantment,{3}{B}{B},https://deckbox.org/system/images/mtg/cards/2011435.jpg
1,0,Constricting Sliver,Magic 2015 Core Set,7,Mint,English,,,,,,,,$0.00,Creature - Sliver,{5}{W},https://deckbox.org/system/images/mtg/cards/383215.jpg
1,0,Consul's Shieldguard,Kaladesh,11,Mint,English,,,,,,,,$0.00,Creature - Dwarf Soldier,{3}{W},https://deckbox.org/system/images/mtg/cards/417584.jpg
1,0,Consulate Dreadnought,Aether Revolt,146,Mint,English,,,,,,,,$0.00,Artifact - Vehicle,{1},https://deckbox.org/system/images/mtg/cards/423813.jpg
1,0,Consulate Skygate,Battlebond,232,Mint,English,,,,,,,,$0.00,Artifact Creature - Wall,{2},https://deckbox.org/system/images/mtg/cards/446200.jpg
1,0,Consulate Skygate,Kaladesh,202,Mint,English,,,,,,,,$0.00,Artifact Creature - Wall,{2},https://deckbox.org/system/images/mtg/cards/417775.jpg
1,0,Consult the Necrosages,Ravnica: City of Guilds,199,Mint,English,,,,,,,,$0.00,Sorcery,{1}{U}{B},https://deckbox.org/system/images/mtg/cards/87923.jpg
1,0,Consume Spirit,Magic 2012,88,Near Mint,English,,,,,,,,$0.00,Sorcery,{X}{1}{B},https://deckbox.org/system/images/mtg/cards/244249.jpg
1,0,Consuming Aberration,Zendikar Rising Commander,89,Mint,English,,,,,,,,$0.00,Creature - Horror,{3}{U}{B},https://deckbox.org/system/images/mtg/cards/2015187.jpg
1,0,Consuming Vortex,Champions of Kamigawa,54,Near Mint,English,,,,,,,,$0.00,Instant - Arcane,{1}{U},https://deckbox.org/system/images/mtg/cards/80255.jpg
1,0,Contagion Clasp,Scars of Mirrodin,144,Mint,English,,,,,,,,$0.00,Artifact,{2},https://deckbox.org/system/images/mtg/cards/194341.jpg
2,0,Contagious Nim,Scars of Mirrodin,58,Mint,English,,,,,,,,$0.00,Creature - Zombie,{2}{B},https://deckbox.org/system/images/mtg/cards/194150.jpg
1,0,Containment Breach,Strixhaven: School of Mages,125,Mint,English,,,,,,,,$0.00,Sorcery - Lesson,{2}{G},https://deckbox.org/system/images/mtg/cards/2018060.jpg
1,0,Containment Membrane,Oath of the Gatewatch,52,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{2}{U},https://deckbox.org/system/images/mtg/cards/407562.jpg
1,0,Contaminated Bond,Ninth Edition,120,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{1}{B},https://deckbox.org/system/images/mtg/cards/83518.jpg
1,0,Contaminated Ground,Gatecrash,59,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{1}{B},https://deckbox.org/system/images/mtg/cards/366420.jpg
2,0,Contempt,Stronghold,27,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{1}{U},https://deckbox.org/system/images/mtg/cards/5126.jpg
1,0,Contentious Plan,War of the Spark,46,Mint,English,,,,,,,,$0.00,Sorcery,{1}{U},https://deckbox.org/system/images/mtg/cards/460973.jpg
1,0,Contested Cliffs,Commander 2013,282,Near Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/376282.jpg
1,0,Contraband Kingpin,Kaladesh,177,Near Mint,English,,,,,,,,$0.00,Creature - Aetherborn Rogue,{U}{B},https://deckbox.org/system/images/mtg/cards/417750.jpg
1,0,Control Magic,Eternal Masters,42,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{2}{U}{U},https://deckbox.org/system/images/mtg/cards/413584.jpg
2,1,Conundrum Sphinx,Commander 2018,84,Mint,English,,,,,,,,$0.00,Creature - Sphinx,{2}{U}{U},https://deckbox.org/system/images/mtg/cards/451039.jpg
1,0,Conviction,Aether Revolt,12,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{1}{W},https://deckbox.org/system/images/mtg/cards/423679.jpg
1,0,Convolute,Eldritch Moon,53,Mint,English,,,,,,,,$0.00,Instant,{2}{U},https://deckbox.org/system/images/mtg/cards/414345.jpg
1,0,Convulsing Licid,Stronghold,77,Mint,English,,,,,,,,$0.00,Creature - Licid,{2}{R},https://deckbox.org/system/images/mtg/cards/5129.jpg
1,0,Coordinated Assault,Theros,116,Mint,English,,,,,,,,$0.00,Instant,{R},https://deckbox.org/system/images/mtg/cards/373513.jpg
1,0,Coordinated Barrage,Morningtide,7,Mint,English,,,,,,,,$0.00,Instant,{W},https://deckbox.org/system/images/mtg/cards/153151.jpg
2,0,Copper Myr,Scars of Mirrodin,146,Mint,English,,,,,,,,$0.00,Artifact Creature - Myr,{2},https://deckbox.org/system/images/mtg/cards/194063.jpg
2,0,Copperhorn Scout,Scars of Mirrodin,116,Near Mint,English,,,,,,,,$0.00,Creature - Elf Scout,{G},https://deckbox.org/system/images/mtg/cards/194270.jpg
1,0,Coral Atoll,Commander Legends,480,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/2016186.jpg
1,0,Coral Atoll,Visions,160,Mint,English,,,,,,,,$0.00,Land,,https://deckbox.org/system/images/mtg/cards/3748.jpg
1,0,Coral Barrier,Magic 2015 Core Set,49,Mint,English,,,,,,,,$0.00,Creature - Wall,{2}{U},https://deckbox.org/system/images/mtg/cards/383216.jpg
1,0,Coral Trickster,Time Spiral,54,Mint,English,,,,,,,,$0.00,Creature - Merfolk Rogue,{1}{U},https://deckbox.org/system/images/mtg/cards/110511.jpg
1,0,Coralhelm Chronicler,Zendikar Rising,54,Mint,English,,,,,,,,$0.00,Creature - Merfolk Wizard,{2}{U},https://deckbox.org/system/images/mtg/cards/2014580.jpg
1,0,Coralhelm Guide,Masters 25,49,Mint,English,,,,,,,,$0.00,Creature - Merfolk Scout Ally,{1}{U},https://deckbox.org/system/images/mtg/cards/442038.jpg
1,0,Coralhelm Guide,Battle for Zendikar,74,Mint,English,,,,,,,,$0.00,Creature - Merfolk Scout Ally,{1}{U},https://deckbox.org/system/images/mtg/cards/401848.jpg
1,0,Cordial Vampire,Modern Horizons,83,Mint,English,,,,,,,,$0.00,Creature - Vampire,{B}{B},https://deckbox.org/system/images/mtg/cards/464032.jpg
1,0,Core Prowler,Mirrodin Besieged,103,Mint,English,,,,,,,,$0.00,Artifact Creature - Horror,{4},https://deckbox.org/system/images/mtg/cards/213822.jpg
2,0,Corpse Blockade,Gatecrash,60,Mint,English,,,,,,,,$0.00,Creature - Zombie,{2}{B},https://deckbox.org/system/images/mtg/cards/366277.jpg
1,0,Corpse Churn,Commander Legends,113,Mint,English,,,,,,,,$0.00,Instant,{1}{B},https://deckbox.org/system/images/mtg/cards/2015819.jpg
1,0,Corpse Churn,Oath of the Gatewatch,83,Mint,English,,,,,,,,$0.00,Instant,{1}{B},https://deckbox.org/system/images/mtg/cards/407593.jpg
1,0,Corpse Connoisseur,Modern Masters 2017 Edition,61,Mint,English,,,,,,,,$0.00,Creature - Zombie Wizard,{4}{B},https://deckbox.org/system/images/mtg/cards/425886.jpg
4,0,Corpse Cur,Scars of Mirrodin,147,Mint,English,,,,,,,,$0.00,Artifact Creature - Hound,{4},https://deckbox.org/system/images/mtg/cards/194337.jpg
1,0,Corpse Harvester,Legions,62,Mint,English,,,,,,,,$0.00,Creature - Zombie Wizard,{3}{B}{B},https://deckbox.org/system/images/mtg/cards/44279.jpg
1,0,Corpse Knight,Core Set 2020,206,Near Mint,English,,,,,,,,$0.00,Creature - Zombie Knight,{W}{B},https://deckbox.org/system/images/mtg/cards/466960.jpg
1,0,Corpse Knight,Core Set 2020,206,Mint,English,,,,,misprint,,,$0.00,Creature - Zombie Knight,{W}{B},https://deckbox.org/system/images/mtg/cards/466960.jpg
1,0,Corpse Knight,Core Set 2020,206,Mint,English,,,,,,,,$0.00,Creature - Zombie Knight,{W}{B},https://deckbox.org/system/images/mtg/cards/466960.jpg
1,0,Corpsejack Menace,Return to Ravnica,152,Mint,English,,,,,,,,$0.00,Creature - Fungus,{2}{B}{G},https://deckbox.org/system/images/mtg/cards/253533.jpg
1,0,Corpseweft,Dragons of Tarkir,92,Good (Lightly Played),English,,,,,,,,$0.00,Enchantment,{2}{B},https://deckbox.org/system/images/mtg/cards/394524.jpg
2,0,Corridor Monitor,Throne of Eldraine,41,Mint,English,,,,,,,,$0.00,Artifact Creature - Construct,{1}{U},https://deckbox.org/system/images/mtg/cards/2005281.jpg
1,0,Corrupt,Urza's Saga,124,Mint,English,,,,,,,,$0.00,Sorcery,{5}{B},https://deckbox.org/system/images/mtg/cards/5853.jpg
1,0,Corrupt,Magic 2011,89,Mint,English,,,,,,,,$0.00,Sorcery,{5}{B},https://deckbox.org/system/images/mtg/cards/207106.jpg
1,1,Corrupt Official,Mercadian Masques,128,Near Mint,English,,,,,,,,$0.00,Creature - Human Minion,{4}{B},https://deckbox.org/system/images/mtg/cards/19715.jpg
1,0,Corrupted Conscience,Mirrodin Besieged,22,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{3}{U}{U},https://deckbox.org/system/images/mtg/cards/214043.jpg
1,0,Corrupted Grafstone,Shadows over Innistrad,253,Near Mint,English,,,,,,,,$0.00,Artifact,{2},https://deckbox.org/system/images/mtg/cards/410018.jpg
4,0,Corrupted Grafstone,Shadows over Innistrad,253,Mint,English,,,,,,,,$0.00,Artifact,{2},https://deckbox.org/system/images/mtg/cards/410018.jpg
1,0,Corrupted Harvester,Scars of Mirrodin,59,Mint,English,,,,,,,,$0.00,Creature - Horror,{4}{B}{B},https://deckbox.org/system/images/mtg/cards/202640.jpg
1,0,Cosi's Ravager,Worldwake,77,Mint,English,,,,,,,,$0.00,Creature - Elemental,{3}{R},https://deckbox.org/system/images/mtg/cards/201565.jpg
1,0,"Cosima, God of the Voyage // The Omenkeel",Kaldheim,50,Mint,English,,,,,,,,$0.00,Legendary Creature - God // Legendary Artifact - Vehicle,,https://deckbox.org/system/images/mtg/cards/2016838.jpg
1,0,Cosmic Intervention,Kaldheim Commander,3,Mint,English,,,,,,,,$0.00,Instant,{3}{W},https://deckbox.org/system/images/mtg/cards/508149.jpg
1,0,Cosmic Larva,Fifth Dawn,63,Mint,English,,,,,,,,$0.00,Creature - Beast,{1}{R}{R},https://deckbox.org/system/images/mtg/cards/43529.jpg
1,0,Cosmos Charger,Kaldheim,51,Mint,English,foil,,,,,,,$0.00,Creature - Horse Spirit,{3}{U},https://deckbox.org/system/images/mtg/cards/2016840.jpg
1,0,Cosmotronic Wave,Guilds of Ravnica,95,Mint,English,,,,,,,,$0.00,Sorcery,{3}{R},https://deckbox.org/system/images/mtg/cards/452845.jpg
1,0,Costly Plunder,Ixalan,96,Near Mint,English,,,,,,,,$0.00,Instant,{1}{B},https://deckbox.org/system/images/mtg/cards/435250.jpg
1,0,Costly Plunder,Ixalan,96,Mint,English,,,,,,,,$0.00,Instant,{1}{B},https://deckbox.org/system/images/mtg/cards/435250.jpg
1,0,Counsel of the Soratami,Tenth Edition,76,Mint,English,,,,,,,,$0.00,Sorcery,{2}{U},https://deckbox.org/system/images/mtg/cards/134757.jpg
1,0,Counterspell,Masters 25,50,Mint,English,,,,,,,,$0.00,Instant,{U}{U},https://deckbox.org/system/images/mtg/cards/442039.jpg
1,0,Counterspell,Commander Legends,395,Mint,English,,,,,,,,$0.00,Instant,{U}{U},https://deckbox.org/system/images/mtg/cards/2016101.jpg
2,0,Countless Gears Renegade,Aether Revolt,13,Mint,English,,,,,,,,$0.00,Creature - Dwarf Artificer,{1}{W},https://deckbox.org/system/images/mtg/cards/423680.jpg
2,0,Courage in Crisis,War of the Spark,158,Mint,English,,,,,,,,$0.00,Sorcery,{2}{G},https://deckbox.org/system/images/mtg/cards/461085.jpg
1,0,Courier's Capsule,Shards of Alara,37,Mint,English,,,,,,,,$0.00,Artifact,{1}{U},https://deckbox.org/system/images/mtg/cards/174800.jpg
1,0,Court Archers,Shards of Alara,126,Mint,English,,,,,,,,$0.00,Creature - Human Archer,{2}{G},https://deckbox.org/system/images/mtg/cards/174960.jpg
1,0,Court Homunculus,Modern Masters 2015 Edition,13,Mint,English,,,,,,,,$0.00,Artifact Creature - Homunculus,{W},https://deckbox.org/system/images/mtg/cards/397776.jpg
1,0,Court Hussar,Ravnica Allegiance Guild Kit,5,Mint,English,,,,,,,,$0.00,Creature - Vedalken Knight,{2}{U},https://deckbox.org/system/images/mtg/cards/2004144.jpg
1,0,Court of Bounty,Commander Legends,220,Mint,English,,,,,,,,$0.00,Enchantment,{2}{G}{G},https://deckbox.org/system/images/mtg/cards/2015926.jpg
2,0,Court Street Denizen,Commander Legends,17,Mint,English,,,,,,,,$0.00,Creature - Human Soldier,{2}{W},https://deckbox.org/system/images/mtg/cards/2015723.jpg
1,0,Courtly Provocateur,Magic 2013,46,Mint,English,,,,,,,,$0.00,Creature - Human Wizard,{2}{U},https://deckbox.org/system/images/mtg/cards/276475.jpg
2,0,Coveted Jewel,Commander 2018,54,Mint,English,,,,,,,,$0.00,Artifact,{6},https://deckbox.org/system/images/mtg/cards/450655.jpg
1,1,Coveted Jewel,Commander 2021,240,Mint,English,,,,,,,,$0.00,Artifact,{6},https://deckbox.org/system/images/mtg/cards/2018683.jpg
1,0,Coveted Prize,Zendikar Rising,95,Mint,English,,,,,,,,$0.00,Sorcery,{4}{B},https://deckbox.org/system/images/mtg/cards/2014628.jpg
1,0,Cowardice,Mercadian Masques,70,Near Mint,English,,,,,,,,$0.00,Enchantment,{3}{U}{U},https://deckbox.org/system/images/mtg/cards/19683.jpg
1,0,Crab Umbra,Rise of the Eldrazi,58,Mint,English,,,,,,,,$0.00,Enchantment - Aura,{U},https://deckbox.org/system/images/mtg/cards/193500.jpg
1,0,Crab Umbra,Rise of the Eldrazi,58,Near Mint,English,,,,,,,,$0.00,Enchantment - Aura,{U},https://deckbox.org/system/images/mtg/cards/193500.jpg
1,0,Crack the Earth,Betrayers of Kamigawa,98,Mint,English,,,,,,,,$0.00,Sorcery - Arcane,{R},https://deckbox.org/system/images/mtg/cards/74480.jpg
1,0,Crackling Doom,Commander 2020,205,Mint,English,,,,,,,,$0.00,Instant,{R}{W}{B},https://deckbox.org/system/images/mtg/cards/2012202.jpg
2,1,Crackling Drake,Commander 2019,190,Mint,English,,,,,,,,$0.00,Creature - Drake,{U}{U}{R}{R},https://deckbox.org/system/images/mtg/cards/470736.jpg
2,0,Cradle of the Accursed,Amonkhet,241,Mint,English,,,,,,,,$0.00,Land - Desert,,https://deckbox.org/system/images/mtg/cards/426943.jpg
1,0,Cradle to Grave,Planar Chaos,67,Near Mint,English,,,,,,,,$0.00,Instant,{1}{B},https://deckbox.org/system/images/mtg/cards/110536.jpg
1,0,Crafty Cutpurse,Commander 2021,117,Mint,English,,,,,,,,$0.00,Creature - Human Pirate,{3}{U},https://deckbox.org/system/images/mtg/cards/2018560.jpg
1,0,Crag Saurian,Mercadian Masques,185,Mint,English,,,,,,,,$0.00,Creature - Lizard,{R}{R}{R},https://deckbox.org/system/images/mtg/cards/19713.jpg
3,0,Cragcrown Pathway // Timbercrown Pathway,Zendikar Rising,261,Mint,English,,,,,,,,$0.00,Land // Land,,https://deckbox.org/system/images/mtg/cards/2014813.jpg
1,0,Cragplate Baloth,Zendikar Rising,183,Mint,English,,,,,,,,$0.00,Creature - Beast,{5}{G}{G},https://deckbox.org/system/images/mtg/cards/2014727.jpg
1,0,Cram Session,Strixhaven: School of Mages,170,Mint,English,,,,,,,,$0.00,Sorcery,{1}{BG},https://deckbox.org/system/images/mtg/cards/2018120.jpg
1,0,Cranial Archive,Khans of Tarkir,218,Mint,English,,,,,,,,$0.00,Artifact,{2},https://deckbox.org/system/images/mtg/cards/386508.jpg
1,0,Cranial Plating,Commander 2016,249,Mint,English,,,,,,,,$0.00,Artifact - Equipment,{2},https://deckbox.org/system/images/mtg/cards/420866.jpg
1,0,Crash of Rhino Beetles,Commander 2018,29,Mint,English,,,,,,,,$0.00,Creature - Insect,{4}{G},https://deckbox.org/system/images/mtg/cards/450630.jpg
1,0,Crash Through,Hour of Devastation,88,Mint,English,,,,,,,,$0.00,Sorcery,{R},https://deckbox.org/system/images/mtg/cards/430777.jpg
1,0,Crash Through,Core Set 2019,133,Mint,English,,,,,,,,$0.00,Sorcery,{R},https://deckbox.org/system/images/mtg/cards/447269.jpg
1,0,Crashing Footfalls,Modern Horizons,160,Near Mint,English,,,,,,,,$0.00,Sorcery,,https://deckbox.org/system/images/mtg/cards/464109.jpg
1,0,Crashing Tide,Rivals of Ixalan,34,Mint,English,,,,,,,,$0.00,Sorcery,{2}{U},https://deckbox.org/system/images/mtg/cards/439691.jpg
2,2,Crater Elemental,Dragons of Tarkir,132,Near Mint,English,,,,,,,,$0.00,Creature - Elemental,{2}{R},https://deckbox.org/system/images/mtg/cards/394525.jpg
1,0,Crater Hellion,Commander 2013,104,Near Mint,English,,,,,,,,$0.00,Creature - Hellion Beast,{4}{R}{R},https://deckbox.org/system/images/mtg/cards/376285.jpg
2,1,Crater's Claws,Khans of Tarkir,106,Near Mint,English,,,,,,,,$0.00,Sorcery,{X}{R},https://deckbox.org/system/images/mtg/cards/386509.jpg
1,0,Craven Hulk,Kaldheim,127,Mint,English,,,,,,,,$0.00,Creature - Giant Coward,{3}{R},https://deckbox.org/system/images/mtg/cards/2016920.jpg
1,0,Creative Technique,Commander 2021,49,Mint,English,,,,,,,,$0.00,Sorcery,{4}{R},https://deckbox.org/system/images/mtg/cards/2018492.jpg
1,0,Credit Voucher,Mercadian Masques,289,Mint,English,,,,,,,,$0.00,Artifact,{2},https://deckbox.org/system/images/mtg/cards/19885.jpg
1,0,Creeperhulk,Commander 2014,42,Mint,English,,,,,,,,$0.00,Creature - Plant Elemental,{3}{G}{G},https://deckbox.org/system/images/mtg/cards/389472.jpg
1,0,Creeping Corrosion,Mirrodin Besieged,78,Near Mint,English,,,,,,,,$0.00,Sorcery,{2}{G}{G},https://deckbox.org/system/images/mtg/cards/214029.jpg
1,0,Creeping Dread,Shadows over Innistrad,104,Mint,English,,,,,,,,$0.00,Enchantment,{3}{B},https://deckbox.org/system/images/mtg/cards/409851.jpg
1,0,Creeping Mold,Mirrodin,117,Near Mint,English,,,,,,,,$0.00,Sorcery,{2}{G}{G},https://deckbox.org/system/images/mtg/cards/49108.jpg
2,0,Creeping Renaissance,Commander 2018,137,Mint,English,,,,,,,,$0.00,Sorcery,{3}{G}{G},https://deckbox.org/system/images/mtg/cards/451092.jpg
1,0,Cremate,Return to Ravnica,59,Mint,English,,,,,,,,$0.00,Instant,{B},https://deckbox.org/system/images/mtg/cards/277990.jpg
1,0,Crested Herdcaller,Rivals of Ixalan,126,Mint,English,,,,,,,,$0.00,Creature - Dinosaur,{3}{G}{G},https://deckbox.org/system/images/mtg/cards/439783.jpg
2,0,Crib Swap,Commander 2018,65,Mint,English,,,,,,,,$0.00,Tribal Instant - Shapeshifter,{2}{W},https://deckbox.org/system/images/mtg/cards/451020.jpg
